"work_year","job_title","job_category","salary_currency","salary","salary_in_usd","employee_residence","experience_level","employment_type","work_setting","company_location","company_size"
"2022","Data Engineer","Data Engineering","USD","160395","160395","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Analyst","Data Analysis","USD","115934","115934","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Analyst","Data Analysis","USD","81666","81666","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","300000","300000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","225000","225000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","198440","198440","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","144000","144000","United States","Senior","Full-time","Remote","United States","M"
"2022","Applied Scientist","Data Science and Research","USD","191475","191475","United States","Senior","Full-time","Remote","United States","M"
"2022","Applied Scientist","Data Science and Research","USD","141525","141525","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Analyst","Data Analysis","EUR","48000","50432","Spain","Senior","Full-time","In-person","Spain","M"
"2022","Data Analyst","Data Analysis","EUR","35000","36773","Spain","Senior","Full-time","In-person","Spain","M"
"2022","Data Scientist","Data Science and Research","EUR","72000","75648","Germany","Mid-level","Full-time","Remote","Germany","S"
"2022","Lead Data Scientist","Data Science and Research","USD","156868","156868","United States","Senior","Full-time","Remote","United States","L"
"2022","BI Analyst","BI and Visualization","USD","200000","200000","Nigeria","Senior","Full-time","Remote","Nigeria","S"
"2022","Data Scientist","Data Science and Research","USD","198440","198440","United States","Senior","Full-time","In-person","United States","L"
"2022","Data Scientist","Data Science and Research","USD","144000","144000","United States","Senior","Full-time","In-person","United States","L"
"2022","Lead Machine Learning Engineer","Machine Learning and AI","EUR","66000","69344","Portugal","Senior","Full-time","Remote","Portugal","L"
"2022","Data Analyst","Data Analysis","USD","90000","90000","United States","Senior","Contract","Remote","United States","M"
"2022","Research Scientist","Data Science and Research","EUR","120000","126080","Germany","Mid-level","Full-time","In-person","Germany","S"
"2022","Research Scientist","Data Science and Research","EUR","80000","84053","Germany","Mid-level","Full-time","In-person","Germany","S"
"2022","Data Engineer","Data Engineering","USD","200000","200000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","180000","180000","United States","Senior","Full-time","Remote","United States","M"
"2022","Analytics Engineer","Leadership and Management","USD","108000","108000","United States","Mid-level","Full-time","Remote","United States","M"
"2022","Analytics Engineer","Leadership and Management","USD","85000","85000","United States","Mid-level","Full-time","Remote","United States","M"
"2022","Machine Learning Engineer","Machine Learning and AI","USD","210000","210000","United States","Senior","Full-time","Remote","United States","M"
"2022","Machine Learning Engineer","Machine Learning and AI","USD","180000","180000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","165000","165000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","132000","132000","United States","Senior","Full-time","Remote","United States","M"
"2022","Analytics Engineer","Leadership and Management","USD","130000","130000","United States","Senior","Full-time","Remote","United States","M"
"2022","Analytics Engineer","Leadership and Management","USD","110000","110000","United States","Senior","Full-time","Remote","United States","M"
"2022","BI Data Analyst","Data Analysis","AUD","65000","45050","Australia","Mid-level","Full-time","Hybrid","Australia","L"
"2021","Data Analyst","Data Analysis","AUD","56000","42028","Australia","Entry-level","Full-time","Hybrid","Australia","L"
"2022","Data Analytics Engineer","Leadership and Management","USD","135000","135000","United States","Mid-level","Full-time","Remote","United States","L"
"2022","Data Engineer","Data Engineering","USD","178800","178800","United States","Senior","Full-time","Remote","United States","L"
"2022","Data Engineer","Data Engineering","USD","132100","132100","United States","Senior","Full-time","Remote","United States","L"
"2022","Data Analyst","Data Analysis","USD","20000","20000","Costa Rica","Entry-level","Full-time","Hybrid","United States","M"
"2022","Machine Learning Engineer","Machine Learning and AI","USD","140000","140000","Canada","Senior","Full-time","In-person","Canada","M"
"2022","Machine Learning Engineer","Machine Learning and AI","USD","110000","110000","Canada","Senior","Full-time","In-person","Canada","M"
"2022","Data Engineer","Data Engineering","USD","160000","160000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","85000","85000","United States","Senior","Full-time","Remote","United States","M"
"2022","ETL Developer","Data Engineering","USD","250000","250000","United States","Senior","Full-time","Remote","United States","M"
"2022","ETL Developer","Data Engineering","USD","63000","63000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","187200","187200","United States","Executive","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","116100","116100","United States","Executive","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","200000","200000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","145000","145000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","229998","229998","United States","Senior","Full-time","In-person","United States","L"
"2022","Data Engineer","Data Engineering","USD","154545","154545","United States","Senior","Full-time","In-person","United States","L"
"2022","Data Scientist","Data Science and Research","USD","215000","215000","United States","Senior","Full-time","In-person","United States","L"
"2022","Data Scientist","Data Science and Research","USD","159000","159000","United States","Senior","Full-time","In-person","United States","L"
"2022","Data Engineer","Data Engineering","USD","229998","229998","United States","Senior","Full-time","In-person","United States","L"
"2022","Data Engineer","Data Engineering","USD","154545","154545","United States","Senior","Full-time","In-person","United States","L"
"2022","AI Scientist","Machine Learning and AI","USD","50000","50000","United States","Entry-level","Full-time","Remote","United States","M"
"2022","Data Scientist Lead","Data Science and Research","USD","183000","183000","United States","Senior","Full-time","Remote","United States","L"
"2022","Data Analyst","Data Analysis","USD","99750","99750","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Analyst","Data Analysis","USD","68400","68400","United States","Senior","Full-time","Remote","United States","M"
